"id";"name";"description";"price";"Qty";"image";"subcategory";"category"
314;"Pond's Starlight Face Powder";"Pond's Starlight Face Powder";"225";1;"Pond_s_Starlight_Face_Powder.png";"Bath and beauty";"Personal Care"
315;"Pond's White Beauty BB+ Fairness Cream";"Pond's White Beauty BB+ Fairness Cream";"78";1;"Pond_s_White_Beauty_BB_Fairness_Cream.png";"Cosmetics";"Personal Care"
316;"Pond's White Beauty Anti Spot Fairness Cream";"Pond's White Beauty Anti Spot Fairness Cream";"145";1;"Pond_s_White_Beauty_Anti_Spot_Fairness_Cream.png";"Skincare";"Personal Care"
317;"Pond's White Beauty Spot Less Fairness Cream";"Pond's White Beauty Spot Less Fairness Cream";"67";1;"Pond_s_White_Beauty_Spot_Less_Fairness_Cream.png";"Skincare";"Personal Care"
318;"Pond's White Beauty Spot Less Softness Cream";"Pond's White Beauty Spot Less Softness Cream";"78";1;"Pond_s_White_Beauty_Spot_Less_Softness_Cream.png";"Skincare";"Personal Care"
319;"Popi Corn Creamy Cheese Popcorn";"Popi Corn Creamy Cheese Popcorn";"5";1;"Popi_Corn_Creamy_Cheese_Popcorn.png";"Snacks";"Food"
320;"Popi Corn Popcorn";"Popi Corn Popcorn";"5";1;"Popi_Corn_Popcorn.png";"Snacks";"Food"
321;"Popi Corn Tomato Chilli Popcorn";"Popi Corn Tomato Chilli Popcorn";"5";1;"Popi_Corn_Tomato_Chilli_Popcorn.png";"Snacks";"Food"
322;"Relish Potato Finger Mint";"Relish Potato Finger Mint";"33";1;"Relish_Potato_Finger_Mint.png";"Snacks";"Food"
323;"Premier Paper Handkerchief";"Premier Paper Handkerchief";"10";1;"Premier_Paper_Handkerchief.png";"Paper";"Stationary"
324;"Premium Mangalmay Home Fragrances Samriddhi Jasmine & Ratrsni";"Premium Mangalmay Home Fragrances Samriddhi Jasmine & Ratrsni";"150";1;"Premium_Mangalmay_Home_Fragrances_Samriddhi_Jasmine_Ratrsni.png";"Air freshener";"Household"
325;"Real Fruit Power Litch Fruit Juice";"Real Fruit Power Litch Fruit Juice";"20";1;"Real_Fruit_Power_Litch_Fruit_Juice.png";"Beverages";"Food"
326;"Real Fruit Power Mango Fruit Juice";"Real Fruit Power Mango Fruit Juice";"20";1;"Real_Fruit_Power_Mango_Fruit_Juice.png";"Beverages";"Food"
327;"Relish Cheese Ball";"Relish Cheese Ball";"28";1;"Relish_Cheese_Ball_Snacks.png";"Snacks";"Food"
328;"Relish Chekkodi";"Relish Chekkodi";"40";1;"Relish_Chekkodi.png";"Snacks";"Food"
329;"Relish Gold Finger Chips";"Relish Gold Finger Chips";"20";1;"Relish_Gold_Finger_Chips.png";"Snacks";"Food"
330;"Relish Masala Ring";"Relish Masala Ring";"27";1;"Relish_Masala_Ring_nacks.png";"Snacks";"Food"
331;"Relish Noodel Ring";"Relish Noodel Ring";"27";1;"Relish_Noodel_Ring_Snacks.png";"Snacks";"Food"
332;"Relish Noodle Rings";"Relish Noodle Rings";"27";1;"Relish_Noodle_Rings_Snacks.png";"Snacks";"Food"
333;"Relish Ola Pakoda";"Relish Ola Pakoda";"40";1;"Relish_Ola_Pakoda.png";"Snacks";"Food"
334;"Relish Paneer Drink";"Relish Paneer Drink";"15";1;"Relish_Paneer_Drink.png";"Beverages";"Food"
335;"Relish Potato Chips Salted Snacks";"Relish Potato Chips Salted Snacks";"33";1;"Relish_Potato_Chips_Salted_Snacks.png";"Snacks";"Food"
336;"Relish Potato Finger Chilli";"Relish Potato Finger Chilli";"33";1;"Relish_Potato_Finger_Chilli.png";"Snacks";"Food"
337;"Relish Tomato Balls";"Relish Tomato Balls";"27";1;"Relish_Tomato_Balls_Snacks.png";"Snacks";"Food"
338;"Rin Liquid";"Rin Liquid";"65;105";1;"Rin_Liquid.png";"Detergent";"Household"
339;"Rin Smart Foam Detergent Powder";"Rin Smart Foam Detergent Powder";"82;42";1;"Rin_Smart_Foam_Detergent_Powder.png";"Laundry";"Household"
340;"Ruchi Gold Refined Palmoleon Oil";"Ruchi Gold Refined Palmoleon Oil";"91";1;"Ruchi_Gold_Refined_Palmoleon_Oil.png";"Oil";"Food"
341;"Sensodyne Daily Protection Toothpaste";"Sensodyne Daily Protection Toothpaste";"25";1;"Sensodyne_Daily_Protection_Toothpaste.png";"Oral";"Personal Care"
342;"Sensodyne Deep Clean Toothpaste";"Sensodyne Deep Clean Toothpaste";"60";1;"Sensodyne_Deep_Clean_Toothpaste.png";"Oral care";"Personal Care"
343;"Sprite Cool Drink Pet";"Sprite Cool Drink Pet";"40;90";1;"Sprite_Cool_Drink_Pet.png";"Beverages";"Food"
344;"Sprite Cool Drink Tin";"Sprite Cool Drink Tin";"35";1;"Sprite_Cool_Drink_Tin.png";"Beverages";"Food"
345;"Star Ravai";"Star Ravai";"28";1;"Star_Ravai.png";"Grains";"Food"
346;"Star Rice Flour";"Star Rice Flour";"28";1;"Star_Rice_Flour.png";"Rice";"Food"
347;"Star Samba Broken Wheat";"Star Samba Broken Wheat";"50";1;"Star_Samba_Broken_Wheat.png";"Grains";"Food"
348;"Bhagyalakshmi Kashmir Chilli";"Bhagyalakshmi Kashmir Chilli";"180;90;45";1;"Bhagyalakshmi_Kashmir_Chilli.png";"Spices";"Food"
349;"Bhagyalakshmi Long Chilli";"Bhagyalakshmi Long Chilli";"108;54;27";1;"Bhagyalakshmi_Long_Chilli.png";"Spices";"Food"
350;"Bhagyalakshmi Long Turmeric";"Bhagyalakshmi Long Turmeric";"140;70;35";1;"Bhagyalakshmi_Long_Turmeric.png";"Spices";"Food"
351;"Bhagyalakshmi Ragi Semiya";"Bhagyalakshmi Ragi Semiya";"63;31.5;16";1;"Bhagyalakshmi_Ragisemiya.png";"Condiments";"Food"
352;"Sree Singarapu Store White Channa";"Sree Singarapu Store White Channa";"50";1;"Sree_Singarapu_Store_White_Channa.png";"Pulses";"Food"
353;"Sree Singarapu Store Alpakoda";"Sree Singarapu Store Alpakoda";"35";1;"Sree_Singarapu_Store_Alpakoda.png";"Condiments";"Food"
354;"Sree Singarapu Store Barley";"Sree Singarapu Store Barley";"14;7";1;"Sree_Singarapu_Store_Barlae.png";"Grains";"Food"
355;"Sree Singarapu Store Big Javvarisi";"Sree Singarapu Store Big Javvarisi";"7";1;"Sree_Singarapu_Store_Big_Javvarisi.png";"Savouries";"Food"
356;"Sree Singarapu Store Black Cumins";"Sree Singarapu Store Black Cumins";"20";1;"Sree_Singarapu_Store_Black_Cumins.png";"Spices";"Food"
357;"Sree Singarapu Store Black Orid Dhall";"Sree Singarapu Store Black Orid Dhall";"80";1;"Sree_Singarapu_Store_Black_Orid_Dhall.png";"Pulses";"Food"
358;"Sree Singarapu Store Black Rajma";"Sree Singarapu Store Black Rajma";"11";1;"Sree_Singarapu_Store_Black_Rajma.png";"Legume";"Food"
359;"Sree Singarapu Store Black Till";"Sree Singarapu Store Black Till";"18;9";1;"Sree_Singarapu_Store_Black_Till.png";"Condiments";"Food"
360;"Sree Singarapu Store Blk Patha Oriddhall";"Sree Singarapu Store Blk Patha Oriddhall";"9";1;"Sree_Singarapu_Store_Blk_Patha_Oriddhall.png";"Lentils";"Food"
361;"Sree Singarapu Store Bori";"Sree Singarapu Store Bori";"40";1;"Sree_Singarapu_Store_Bori.png";"Snacks";"Food"
362;"Sree Singarapu Store Cardamom";"Sree Singarapu Store Cardamom";"50";1;"Sree_Singarapu_Store_Cardamom.png";"Spices";"Food"
363;"Sree Singarapu Store Cashew";"Sree Singarapu Store Cashew";"80";1;"Sree_Singarapu_Store_Cashew.png";"Nuts";"Food"
364;"Sree Singarapu Store CassaiPattai CassaiPattai";"Sree Singarapu Store CassaiPattai CassaiPattai";"30;15";1;"Sree_Singarapu_Store_Cassai_Pattai_Cassai_Pattai.png";"Spices";"Food"
365;"Sree Singarapu Store Cloves";"Sree Singarapu Store Cloves";"76";1;"Sree_Singarapu_Store_Cloves.png";"Spices";"Food"
366;"Sree Singarapu Store Dhaniya";"Sree Singarapu Store Dhaniya";"60";1;"Sree_Singarapu_Store_Dhaniya.png";"Spices";"Food"
367;"Sree Singarapu Store Diamond Kalkandu";"Sree Singarapu Store Diamond Kalkandu";"15";1;"Sree_Singarapu_Store_Diamond_Kalkandu.png";"Condiments";"Food"
368;"Sree Singarapu Store Dosa Puli";"Sree Singarapu Store Dosa Puli";"28;55;110";1;"Sree_Singarapu_Store_Dosa_Puli.png";"Condiments";"Food"
369;"Sree Singarapu Store Dry Grapes";"Sree Singarapu Store Dry Grapes";"40";1;"Sree_Singarapu_Store_Dry_Grapes.png";"Dried fruit";"Food"
370;"Sree Singarapu Store Fried Gram";"Sree Singarapu Store Fried Gram";"50";1;"Sree_Singarapu_Store_Fried_Gram.png";"lentils";"Food"
371;"Sree Singarapu Store Gram Flour";"Sree Singarapu Store Gram Flour";"40";1;"Sree_Singarapu_Store_Gram_Flour.png";"Dairy";"Food"
372;"Sree Singarapu Store Groundnut Dry";"Sree Singarapu Store Groundnut Dry";"110";1;"Sree_Singarapu_Store_Groundnut_Dry.png";"Nuts";"Food"
373;"Sree Singarapu Store Idly Rice Orange";"Sree Singarapu Store Idly Rice Orange";"36";1;"Sree_Singarapu_Store_Idly_Rice_Orange.png";"Rice";"Food"
374;"Sree Singarapu Store Kasa Kasa";"Sree Singarapu Store Kasa Kasa";"17";1;"Sree_Singarapu_Store_Kasa_Kasa.png";"Spices";"Food"
375;"Sree Singarapu Store Kollu";"Sree Singarapu Store Kollu";"8";1;"Sree_Singarapu_Store_Kollu.png";"pulses";"Food"
376;"Sree Singarapu Store Long Chillies";"Sree Singarapu Store Long Chillies";"128";1;"Sree_Singarapu_Store_Long_Chillies.png";"Spices";"Food"
377;"Sree Singarapu Store Makka Cholam";"Sree Singarapu Store Makka Cholam";"10";1;"Sree_Singarapu_Store_Makka_Cholam.png";"Grains";"Food"
378;"Sree Singarapu Store Manathakali";"Sree Singarapu Store Manathakali";"24";1;"Sree_Singarapu_Store_Manathakali.png";"Spices";"Food"
379;"Sree Singarapu Store Mini Javvarisi";"Sree Singarapu Store Mini Javvarisi";"8;16";1;"Sree_Singarapu_Store_Mini_Javvarisi.png";"Savory";"Food"
380;"Sree Singarapu Store Mocha";"Sree Singarapu Store Mocha";"16;8";1;"Sree_Singarapu_Store_Mocha.png";"Legume";"Food"
381;"Sree Singarapu Store Moong Dhall";"Sree Singarapu Store Moong Dhall";"85;43";1;"Sree_Singarapu_Store_Moong_Dhall.png";"Lentils";"Food"
382;"Sree Singarapu Store More Vathal";"Sree Singarapu Store More Vathal";"4.5";1;"Sree_Singarapu_Store_More_Vathal.png";"Condiments";"Food"
383;"Sree Singarapu Store Mysore Dhall";"Sree Singarapu Store Mysore Dhall";"7";1;"Sree_Singarapu_Store_Mysore_Dhall.png";"Lentils";"Food"
384;"Sree Singarapu Store Nattu Sugar";"Sree Singarapu Store Nattu Sugar";"53";1;"Sree_Singarapu_Store_Nattu_Sugar.png";"Condiments";"Food"
385;"Sree Singarapu Store Net Mace";"Sree Singarapu Store Net Mace";"240";1;"Sree_Singarapu_Store_Net_Mace.png";"Spices";"Food"
386;"Sree Singarapu Store Net Meg";"Sree Singarapu Store Net Meg";"23";1;"Sree_Singarapu_Store_Net_Meg.png";"Spices";"Food"
387;"Sree Singarapu Store Orid Dhall";"Sree Singarapu Store Orid Dhall";"43";1;"Sree_Singarapu_Store_Orid_Dhall.png";"Lentils";"Food"
388;"Sree Singarapu Store Orysa Sativa";"Sree Singarapu Store Orysa Sativa";"60";1;"Sree_Singarapu_Store_Orysa_Sativa.png";"Rice.";"Food"
389;"Sree Singarapu Store Pacha Payaru";"Sree Singarapu Store Pacha Payaru";"45";1;"Sree_Singarapu_Store_Pacha_Payaru.png";"Pulses";"Food"
390;"Sree Singarapu Store Pana Karkandu";"Sree Singarapu Store Pana Karkandu";"28";1;"Sree_Singarapu_Store_Pana_Karkandu.png";"Condiments";"Food"
391;"Sree Singarapu Store Pongal Rice";"Sree Singarapu Store Pongal Rice";"44";1;"Sree_Singarapu_Store_Pongal_Rice.png";"Rice.";"Food"
392;"Sree Singarapu Store Ragi SSS";"Sree Singarapu Store Ragi SSS";"23";1;"Sree_Singarapu_Store_Ragi_SSS.png";"Grains";"Food"
393;"Sree Singarapu Store Round Chilles";"Sree Singarapu Store Round Chilles";"96;47";1;"Sree_Singarapu_Store_Round_Chilles.png";"Spices";"Food"
394;"Sree Singarapu Store Sabja Seed";"Sree Singarapu Store Sabja Seed";"56";1;"Sree_Singarapu_Store_Sabjaseed.png";"Condiments";"Food"
395;"Sree Singarapu Store Samba Wheat";"Sree Singarapu Store Samba Wheat";"28";1;"Sree_Singarapu_Store_Samba_Wheat.png";"Grains";"Food"
396;"Sree Singarapu Store Silver Puli";"Sree Singarapu Store Silver Puli";"83";1;"Sree_Singarapu_Store_Silver_Puli.png";"Condiments";"Food"
397;"Sree Singarapu Store Sivaji Rice";"Sree Singarapu Store Sivaji Rice";"60";1;"Sree_Singarapu_Store_Sivaji_Rice.png";"Rice.";"Food"
398;"Sree Singarapu Store Star Ani Seeds";"Sree Singarapu Store Star Ani Seeds";"102;51";1;"Sree_Singarapu_Store_Star_Aniseeds.png";"Spices";"Food"
399;"Sree Singarapu Store Stone Flower";"Sree Singarapu Store Stone Flower";"25";1;"Sree_Singarapu_Store_Stone_Flower.png";"Spices";"Food"
400;"Sree Singarapu Store Students School Box";"Sree Singarapu Store Students School Box";"80";1;"Sree_Singarapu_Store_Students_School_Box.png";"School supplies";"Stationary"
401;"Sree Singarapu Store Sugar";"Sree Singarapu Store Sugar";"39";1;"Sree_Singarapu_Store_Sugar.png";"Staples";"Food"
402;"Sree Singarapu Store Sukku";"Sree Singarapu Store Sukku";"30";1;"Sree_Singarapu_Store_Sukku.png";"Spices";"Food"
403;"Sree Singarapu Store Sundakai";"Sree Singarapu Store Sundakai";"12";1;"Sree_Singarapu_Store_Sundakai.png";"Condiments";"Food"
404;"Sree Singarapu Store White Chollam";"Sree Singarapu Store White Chollam";"7";1;"Sree_Singarapu_Store_White_Chollam.png";"Grains";"Food"
405;"Sree Singarapu Store White Patani";"Sree Singarapu Store White Patani";"18";1;"Sree_Singarapu_Store_White_Patani.png";"pulses";"Food"
406;"Sree Singarapu Store White Rajama";"Sree Singarapu Store White Rajama";"26";1;"Sree_Singarapu_Store_White_Rajama.png";"Pulses";"Food"
407;"Sree Singarapu Store White Till";"Sree Singarapu Store White Till";"22";1;"Sree_Singarapu_Store_White_Till.png";"Condiments";"Food"
408;"Sree Singarapu Stores Gram Dhal";"Sree Singarapu Stores Gram Dhal";"90";1;"Sree_Singarapu_Stores_Gram_Dhaal.png";"Lentils";"Food"
409;"Sri Bhagayalakshmi Vendayam";"Sri Bhagayalakshmi Vendayam";"5;8;14;32";1;"Sri_Bhagayalakshmi_Vendayam.png";"Condiments";"Food"
410;"Sri Bhagyalakshmi Aval";"Sri Bhagyalakshmi Aval";"58";1;"Sri_Bhagyalakshmi_Aval.png";"Snacks.";"Food"
411;"Sri Bhagyalakshmi Balaji 400 Semiya";"Sri Bhagyalakshmi Balaji 400 Semiya";"50";1;"Sri_Bhagyalakshmi_Balaji_400_Semiya.png";"Noodles";"Food"
412;"Sri Bhagyalakshmi Balaji 900 Semiya";"Sri Bhagyalakshmi Balaji 900 Semiya";"70";1;"Sri_Bhagyalakshmi_Balaji_900_Semiya.png";"Pasta";"Food"
413;"Sri Bhagyalakshmi Barley";"Sri Bhagyalakshmi Barley";"49";1;"Sri_Bhagyalakshmi_Barley.png";"Grains";"Food"
414;"Sri Bhagyalakshmi Basmati Commander Platinum Rice";"Sri Bhagyalakshmi Basmati Commander Platinum Rice";"68";1;"Sri_Bhagyalakshmi_Basmati_Commander_Platinum.png";"Rice.";"Food"
415;"Sri Bhagyalakshmi Basmati Rice";"Sri Bhagyalakshmi Basmati Rice";"108";1;"Sri_Bhagyalakshmi_Basmati_Rice.png";"Grains";"Food"
416;"Sri Bhagyalakshmi Bayleaf";"Sri Bhagyalakshmi Bayleaf";"10";1;"Sri_Bhagyalakshmi_Bayleaf.png";"Spices";"Food"
417;"Sri Bhagyalakshmi Bengal Gram Dhall";"Sri Bhagyalakshmi Bengal Gram Dhall";"34";1;"Sri_Bhagyalakshmi_Bengal_Gram_Dhall.png";"Lentils";"Food"
418;"Sri Bhagyalakshmi Black Channa";"Sri Bhagyalakshmi Black Channa";"17";1;"Sri_Bhagyalakshmi_Black_Chenna.png";"Pulses";"Food"
419;"Sri Bhagyalakshmi Cardamom";"Sri Bhagyalakshmi Cardamom";"190";1;"Sri_Bhagyalakshmi_Cardamom.png";"Spices";"Food"
420;"Sri Bhagyalakshmi Cashew Half";"Sri Bhagyalakshmi Cashew Half";"810;202;405";1;"Sri_Bhagyalakshmi_Cashew_Half.png";"Nuts";"Food"
421;"Sri Bhagyalakshmi Cloves";"Sri Bhagyalakshmi Cloves";"750";1;"Sri_Bhagyalakshmi_Cloves.png";"Spices";"Food"
422;"Sri Bhagyalakshmi Corn Flour";"Sri Bhagyalakshmi Corn Flour";"24";1;"Sri_Bhagyalakshmi_Corn_Flour.png";"Condiments";"Food"
423;"Sri Bhagyalakshmi Dhaniya";"Sri Bhagyalakshmi Dhaniya";"98";1;"Sri_Bhagyalakshmi_Dhaniya.png";"Spices";"Food"
424;"Sri Bhagyalakshmi Fried Bengal Gram";"Sri Bhagyalakshmi Fried Bengal Gram";"84";1;"Sri_Bhagyalakshmi_Fried_Bengal_Gram.png";"pulses";"Food"
425;"Sri Bhagyalakshmi Garlic Bold";"Sri Bhagyalakshmi Garlic Bold";"110";1;"Sri_Bhagyalakshmi_Garlic_Bold.png";"Spices";"Food"
426;"Sri Bhagyalakshmi Green Gram";"Sri Bhagyalakshmi Green Gram";"85";1;"Sri_Bhagyalakshmi_Green_Gram.png";"Pulses";"Food"
427;"Sri Bhagyalakshmi Green Peace";"Sri Bhagyalakshmi Green Peace";"85";1;"Sri_Bhagyalakshmi_Green_Peace.png";"Pulses";"Food"
428;"Sri Bhagyalakshmi Groundnut";"Sri Bhagyalakshmi Groundnut";"110;34;66";1;"Sri_Bhagyalakshmi_Groundnut.png";"Nuts";"Food"
429;"Sri Bhagyalakshmi Health Mix";"Sri Bhagyalakshmi Health Mix";"167";1;"Sri_Bhagyalakshmi_Health_Mix.png";"Spices";"Food"
430;"Sri Bhagyalakshmi Hindu Salt";"Sri Bhagyalakshmi Hindu Salt";"50";1;"Sri_Bhagyalakshmi_Hindu_Salt.png";"Condiments";"Food"
431;"Sri Bhagyalakshmi Jadikkai";"Sri Bhagyalakshmi Jadikkai";"75";1;"Sri_Bhagyalakshmi_Jadikkai.png";"Spices";"Food"
432;"Sri Bhagyalakshmi Jeeragam";"Sri Bhagyalakshmi Jeeragam";"13;25;58";1;"Sri_Bhagyalakshmi_Jeeragam.png";"Spice";"Food"
433;"Sri Bhagyalakshmi Kalpasi";"Sri Bhagyalakshmi Kalpasi";"15";1;"Sri_Bhagyalakshmi_Kalpasi.png";"Condiments";"Food"
434;"Sri Bhagyalakshmi Karamani";"Sri Bhagyalakshmi Karamani";"90";1;"Sri_Bhagyalakshmi_Karamani.png";"Pulses";"Food"
435;"Sri Bhagyalakshmi Kolambu Chilly Powder";"Sri Bhagyalakshmi Kolambu Chilly Powder";"160";1;"Sri_Bhagyalakshmi_Kolambu_Chilly_Powder.png";"Spices";"Food"
436;"Sri Bhagyalakshmi Manathakkali Vathal";"Sri Bhagyalakshmi Manathakkali Vathal";"280";1;"Sri_Bhagyalakshmi_Manathakkali_Vathal.png";"Spices";"Food"
437;"Sri Bhagyalakshmi Masala 65";"Sri Bhagyalakshmi Masala 65";"31";1;"Sri_Bhagyalakshmi_Masala_65.png";"Condiments";"Food"
438;"Sri Bhagyalakshmi Mochal";"Sri Bhagyalakshmi Mochal";"95";1;"Sri_Bhagyalakshmi_Mochal.png";"Pulses";"Food"
439;"Sri Bhagyalakshmi Moong Dhall";"Sri Bhagyalakshmi Moong Dhall";"21;42;85";1;"Sri_Bhagyalakshmi_Moong_Dhall.png";"Lentils";"Food"
440;"Sri Bhagyalakshmi Muckrooni";"Sri Bhagyalakshmi Muckrooni";"50;25";1;"Sri_Bhagyalakshmi_Muckrooni.png";"Pasta";"Food"
441;"Sri Bhagyalakshmi Mustard";"Sri Bhagyalakshmi Mustard";"29;8";1;"Sri_Bhagyalakshmi_Mustard.png";"Condiments";"Food"
442;"Sri Bhagyalakshmi Mysore Dhall";"Sri Bhagyalakshmi Mysore Dhall";"66";1;"Sri_Bhagyalakshmi_Mysore_Dhall.png";"Lentils";"Food"
443;"Sri Bhagyalakshmi Pepper";"Sri Bhagyalakshmi Pepper";"108;22";1;"Sri_Bhagyalakshmi_Pepper.png";"Spices";"Food"
444;"Sri Bhagyalakshmi Premiun Chilly Powder";"Sri Bhagyalakshmi Premiun Chilly Powder";"80";1;"Sri_Bhagyalakshmi_Premiun_Chilly_Powder.png";"Spices";"Food"
445;"Sri Bhagyalakshmi Raw Rice";"Sri Bhagyalakshmi Raw Rice";"55";1;"Sri_Bhagyalakshmi_Raw_Rice.png";"Rice";"Food"
446;"Sri Bhagyalakshmi Red Aval";"Sri Bhagyalakshmi Red Aval";"60";1;"Sri_Bhagyalakshmi_Red_Aval.png";"Grains";"Food"
447;"Sri Bhagyalakshmi Red Rajma";"Sri Bhagyalakshmi Red Rajma";"110";1;"Sri_Bhagyalakshmi_Red_Rajma.png";"Pulses";"Food"
448;"Sri Bhagyalakshmi Rice Flour";"Sri Bhagyalakshmi Rice Flour";"34";1;"Sri_Bhagyalakshmi_Rice_Flour.png";"Staples";"Food"
449;"Sri Bhagyalakshmi Roasted Semiya";"Sri Bhagyalakshmi Roasted Semiya";"45";1;"Sri_Bhagyalakshmi_Roasted_Semiya.png";"Noodles";"Food"
450;"Sri Bhagyalakshmi Round Chilly";"Sri Bhagyalakshmi Round Chilly";"130";1;"Sri_Bhagyalakshmi_Round_Chilly.png";"Spices";"Food"
451;"Sri Bhagyalakshmi Sago Rice";"Sri Bhagyalakshmi Sago Rice";"70";1;"Sri_Bhagyalakshmi_Sago_Rice.png";"Grains";"Food"
452;"Sri Bhagyalakshmi Sambarava";"Sri Bhagyalakshmi Sambarava";"50";1;"Sri_Bhagyalakshmi_Sambarava.png";"Grains";"Food"
453;"Sri Bhagyalakshmi Seedless Tamarind";"Sri Bhagyalakshmi Seedless Tamarind";"120";1;"Sri_Bhagyalakshmi_Seedless_Tamarind.png";"Condiments";"Food"
454;"Sri Bhagyalakshmi Soapnuts";"Sri Bhagyalakshmi Soapnuts";"190";1;"Sri_Bhagyalakshmi_Soapnuts.png";"Spices";"Food"
455;"Sri Bhagyalakshmi Sombu";"Sri Bhagyalakshmi Sombu";"18;10;42;80";1;"Sri_Bhagyalakshmi_Sombu.png";"Spices";"Food"
456;"Sri Bhagyalakshmi Sugar";"Sri Bhagyalakshmi Sugar";"42";1;"Sri_Bhagyalakshmi_Sugar.png";"Condiments";"Food"
457;"Sri Bhagyalakshmi Sukku";"Sri Bhagyalakshmi Sukku";"75";1;"Sri_Bhagyalakshmi_Sukku.png";"Spices";"Food"
458;"Sri Bhagyalakshmi Tamarind";"Sri Bhagyalakshmi Tamarind";"150";1;"Sri_Bhagyalakshmi_Tamarind.png";"Condiments";"Food"
459;"Sri Bhagyalakshmi Tamarind Dosai";"Sri Bhagyalakshmi Tamarind Dosai";"140";1;"Sri_Bhagyalakshmi_Tamarind_Dosai.png";"Condiments";"Food"
460;"Sri Bhagyalakshmi Toor Dhall 1";"Sri Bhagyalakshmi Toor Dhall 1";"40;23";1;"Sri_Bhagyalakshmi_Toor_Dhall_1.png";"Lentils";"Food"
461;"Sri Bhagyalakshmi Toor Dhall 2";"Sri Bhagyalakshmi Toor Dhall 2";"22;42";1;"Sri_Bhagyalakshmi_Toor_Dhall_2.png";"Lentils";"Food"
462;"Sri Bhagyalakshmi Toor Dhall 3";"Sri Bhagyalakshmi Toor Dhall 3";"21;91;41";1;"Sri_Bhagyalakshmi_Toor_Dhall_3.png";"Lentils";"Food"
463;"Sri Bhagyalakshmi Toor Dhall Charlie";"Sri Bhagyalakshmi Toor Dhall Charlie";"91";1;"Sri_Bhagyalakshmi_Toor_Dhall_Charlie.png";"toor dal";"Food"
464;"Sri Bhagyalakshmi Urid Dhall 1";"Sri Bhagyalakshmi Urid Dhall 1";"86";1;"Sri_Bhagyalakshmi_Urid_Dhall_1.png";"Pulses";"Food"
465;"Sri Bhagyalakshmi Urid Dhall 2";"Sri Bhagyalakshmi Urid Dhall 2";"21";1;"Sri_Bhagyalakshmi_Urid_Dhall_2.png";"Pulses";"Food"
466;"Sri Bhagyalakshmi Urid Dhall 3";"Sri Bhagyalakshmi Urid Dhall 3";"35";1;"Sri_Bhagyalakshmi_Urid_Dhall_3.png";"Pulses";"Food"
467;"Sri Bhagyalakshmi Urid Dhall Chain";"Sri Bhagyalakshmi Urid Dhall Chain";"86";1;"Sri_Bhagyalakshmi_Urid_Dhall_Chain.png";"Pulses";"Food"
468;"Sri Bhagyalakshmi Wheat";"Sri Bhagyalakshmi Wheat";"40";1;"Sri_Bhagyalakshmi_Wheat.png";"Grains";"Food"
469;"Sri Bhagyalakshmi White Channa";"Sri Bhagyalakshmi White Channa";"65";1;"Sri_Bhagyalakshmi_White_Channa.png";"Pulses";"Food"
470;"Sri Bhagyalakshmi White Channa Bold";"Sri Bhagyalakshmi White Channa Bold";"82";1;"Sri_Bhagyalakshmi_White_Channa_Bold.png";"Pulses";"Food"
471;"Sri Bhagyalakshmi White Till";"Sri Bhagyalakshmi White Till";"23";1;"Sri_Bhagyalakshmi_White_Till.png";"Condiments";"Food"
472;"Sunfeast Bounce Elaichi Delight Biscuits";"Sunfeast Bounce Elaichi Delight Biscuits";"10";1;"Sunfeast_Bounce_Elaichi_Delight_Biscuits.png";"Biscuits";"Food"
473;"Sunfeast Marie Light Rich Tast Biscuits";"Sunfeast Marie Light Rich Tast Biscuits";"10";1;"Sunfeast_Marie_Light_Rich_Tast_Biscuits.png";"Biscuits";"Food"
474;"Sunfeast Milk Biscuits";"Sunfeast Milk Biscuits";"10";1;"Sunfeast_Milk_Biscuits.png";"Biscuits";"Food"
475;"Sunfeast Mom's Magic Rich Butter Cookies";"Sunfeast Mom's Magic Rich Butter Cookies";"5;10";1;"Sunfeast_Mom_s_Magic_Rich_Butter_Cookies.png";"Biscuits";"Food"
476;"Sunfeast Snacky Simply Salted Biscuits";"Sunfeast Snacky Simply Salted Biscuits";"10";1;"Sunfeast_Snacky_Simply_Salted_Biscuits.png";"Snacks";"Food"
477;"Sunfeast Snacky Sweet & Salt Biscuits";"Sunfeast Snacky Sweet & Salt Biscuits";"10";1;"Sunfeast_Snacky_Sweet_Salt_Biscuits.png";"Snacks";"Food"
478;"Sunland Refined Sunflower Oil";"Sunland Refined Sunflower Oil";"525";1;"Sunland_Refined_Sunflower_Oil.png";"Oil";"Food"
479;"SVS Oil Refined Groundnut Oil";"SVS Oil Refined Groundnut Oil";"140";1;"SVS_Oil_Refined_Groundnut_Oil.png";"Oil";"Food"
480;"SVS Refined Groundnut Oil";"SVS Refined Groundnut Oil";"725";1;"SVS_Refined_Groundnut_Oil.png";"Oil";"Food"
481;"Thums Up Cool Drink";"Thums Up Cool Drink";"35";1;"Thums_Up_Cool_Drink.png";"Beverages";"Food"
482;"Thumsup Party Pack Drink";"Thumsup Party Pack Drink";"90";1;"Thumsup_Party_Pack_Drink.png";"Beverages";"Food"
483;"Tide Detergent Soap Detergent Soap";"Tide Detergent Soap Detergent Soap";"10";1;"Tide_Detergent_Soap_Detergent_Soap.png";"Laundry";"Household"
